regime_id,option_type,T,sigma,r,q,K,Smax,M,N,dS,dtau,split,split_reason,stress_holdout_flag,planned_use,solver_name,solver_variant,runtime_seconds,full_grid_rows,total_sample_rows,accepted_sample_rows,all_psor_steps_converged,max_psor_iterations,mean_psor_iterations,max_final_update,max_obstacle_violation,max_equation_violation,max_abs_complementarity_product,boundary_found_count,boundary_status,finite_delta_count,finite_gamma_count,strict_interior_node_count,acceptance_status,acceptance_reason,downstream_use_status
put_T025_s040_r010_q003,put,0.25,0.4,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05183791718445718,14641,5203,5203,True,10,7.158333333333333,9.069647581355297e-09,0.0,1.5142403858581233e-09,3.4741368920921847e-11,120,BOUNDARIES_FOUND,14399,14399,13229,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s040_r010_q006,put,0.25,0.4,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05132320895791054,14641,5203,5203,True,10,7.166666666666667,9.425757354101713e-09,0.0,1.4728681885234352e-09,3.4074969061430895e-11,120,BOUNDARIES_FOUND,14399,14399,13222,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s040_r010_q010,put,0.25,0.4,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05265733296982944,14641,5203,5203,True,10,7.166666666666667,9.93080279034636e-09,0.0,1.4474739601366693e-09,3.310910221750509e-11,120,BOUNDARIES_FOUND,14399,14399,13210,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r001_q000,put,0.25,0.6,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04470391711220145,14641,5203,5203,True,10,6.2,9.910914970656659e-09,0.0,4.3451302629869204e-09,4.39368536516213e-11,120,BOUNDARIES_FOUND,14399,14399,13203,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r001_q003,put,0.25,0.6,0.01,0.03,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04520462499931455,14641,5203,5203,True,12,6.258333333333334,9.817991919079064e-09,0.0,4.267894080801763e-09,5.022133048858746e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r001_q006,put,0.25,0.6,0.01,0.06,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04616512497887015,14641,5203,5203,True,12,6.341666666666667,9.730738558672014e-09,0.0,4.174459914879961e-09,2.968344843542414e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r001_q010,put,0.25,0.6,0.01,0.1,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.051875209202989936,14641,5203,5203,True,12,7.141666666666667,6.866739399313815e-09,0.0,3.3257196563313664e-09,3.008879768024133e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r005_q000,put,0.25,0.6,0.05,0.0,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04617708292789757,14641,5203,5203,True,10,6.25,9.91222835441171e-09,0.0,4.446444049909545e-09,2.8770765249792906e-11,120,BOUNDARIES_FOUND,14399,14399,13206,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r005_q003,put,0.25,0.6,0.05,0.03,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04538558307103813,14641,5203,5203,True,10,6.266666666666667,9.902823902585046e-09,0.0,4.393612307510681e-09,2.8944572703778024e-11,120,BOUNDARIES_FOUND,14399,14399,13204,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r005_q006,put,0.25,0.6,0.05,0.06,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.045048207975924015,14641,5203,5203,True,12,6.241666666666666,9.867170850134596e-09,0.0,4.323563648539388e-09,4.8818606857438145e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r005_q010,put,0.25,0.6,0.05,0.1,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.04535054205916822,14641,5203,5203,True,12,6.283333333333333,9.981805947772981e-09,0.0,4.131853362614722e-09,5.2526773911934595e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r010_q000,put,0.25,0.6,0.1,0.0,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04518662509508431,14641,5203,5203,True,10,6.216666666666667,9.95550315693568e-09,0.0,4.576933951766027e-09,2.824988331395673e-11,120,BOUNDARIES_FOUND,14399,14399,13210,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r010_q003,put,0.25,0.6,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.045071792090311646,14641,5203,5203,True,10,6.233333333333333,9.779957033453912e-09,0.0,4.34713438453283e-09,2.8547877313355826e-11,120,BOUNDARIES_FOUND,14399,14399,13208,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r010_q006,put,0.25,0.6,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.045171083183959126,14641,5203,5203,True,10,6.258333333333334,9.728338197512176e-09,0.0,4.304226001888866e-09,2.879275800768467e-11,120,BOUNDARIES_FOUND,14399,14399,13206,accepted,diagnostics_passed,v1_small_grid_only
put_T025_s060_r010_q010,put,0.25,0.6,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.0020833333333333333,stress_holdout,High-volatility and high-dividend stress combination held out before any row-level split.,yes,stress_holdout,american_crank_nicolson_psor_price,baseline_cn_psor,0.04548933287151158,14641,5203,5203,True,10,6.275,9.93892251832662e-09,0.0,4.3647902948088435e-09,2.9069553890541714e-11,120,BOUNDARIES_FOUND,14399,14399,13203,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r001_q000,put,0.5,0.2,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05377783300355077,14641,5203,5203,True,9,7.383333333333334,9.959479352339429e-09,0.0,1.69316056314317e-09,3.7050300405428996e-11,120,BOUNDARIES_FOUND,14399,14399,13240,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r001_q003,put,0.5,0.2,0.01,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05372620886191726,14641,5203,5203,True,9,7.5,9.91454353685417e-09,0.0,1.607245905810295e-09,5.777397761715204e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r001_q006,put,0.5,0.2,0.01,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05538929090835154,14641,5203,5203,True,9,7.758333333333334,9.982998705471147e-09,0.0,1.5561520058660072e-09,8.732178818269243e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r001_q010,put,0.5,0.2,0.01,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05778370797634125,14641,5203,5203,True,9,8.041666666666666,9.48360141935986e-09,0.0,1.5373458075139401e-09,2.421520882270246e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r005_q000,put,0.5,0.2,0.05,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.052837416995316744,14641,5203,5203,True,9,7.308333333333334,9.762027203957802e-09,0.0,1.3350229116637635e-09,2.1678629910583363e-11,120,BOUNDARIES_FOUND,14399,14399,13333,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r005_q003,put,0.5,0.2,0.05,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.05350333405658603,14641,5203,5203,True,9,7.358333333333333,9.821254524922107e-09,0.0,1.3943223520218595e-09,3.070633331669783e-11,120,BOUNDARIES_FOUND,14399,14399,13268,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r005_q006,put,0.5,0.2,0.05,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.053768625017255545,14641,5203,5203,True,9,7.433333333333334,9.894281532973892e-09,0.0,1.6269113417566317e-09,4.512537920019007e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r005_q010,put,0.5,0.2,0.05,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.05463345814496279,14641,5203,5203,True,9,7.683333333333334,9.976371881381674e-09,0.0,1.559495789449361e-09,7.943714740594837e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r010_q000,put,0.5,0.2,0.1,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05272020888514817,14641,5203,5203,True,9,7.25,9.93492295549292e-09,0.0,1.265904492342429e-09,1.2625256285445109e-11,120,BOUNDARIES_FOUND,14399,14399,13440,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r010_q003,put,0.5,0.2,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05255999998189509,14641,5203,5203,True,9,7.275,9.939904035277669e-09,0.0,1.1405192554270194e-09,1.6763386698053966e-11,120,BOUNDARIES_FOUND,14399,14399,13392,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r010_q006,put,0.5,0.2,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05315983295440674,14641,5203,5203,True,9,7.316666666666666,9.826721604835886e-09,0.0,1.3976328219755807e-09,2.3168935995223532e-11,120,BOUNDARIES_FOUND,14399,14399,13322,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s020_r010_q010,put,0.5,0.2,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05455641681328416,14641,5203,5203,True,9,7.383333333333334,9.967132948845991e-09,0.0,1.7448103240003121e-09,3.6497810105192415e-11,120,BOUNDARIES_FOUND,14399,14399,13241,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r001_q000,put,0.5,0.4,0.01,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.044908874901011586,14641,5203,5203,True,10,6.225,9.565707101422127e-09,0.0,1.5320720872107106e-09,2.4996004917869643e-11,120,BOUNDARIES_FOUND,14399,14399,13204,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r001_q003,put,0.5,0.4,0.01,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.048683708999305964,14641,5203,5203,True,11,6.233333333333333,9.879954687708192e-09,0.0,2.604952309415154e-09,3.4178490219652234e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r001_q006,put,0.5,0.4,0.01,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.08454537484794855,14641,5203,5203,True,11,7.125,9.617712487530738e-09,0.0,2.5385714363945766e-09,2.590909779470526e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r001_q010,put,0.5,0.4,0.01,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.05161833297461271,14641,5203,5203,True,11,7.125,9.277156237663675e-09,0.0,2.4523486019667473e-09,2.6591314245517262e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r005_q000,put,0.5,0.4,0.05,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.04516166681423783,14641,5203,5203,True,10,6.225,8.68325722436225e-09,0.0,1.3367588425072796e-09,2.4661148451892765e-11,120,BOUNDARIES_FOUND,14399,14399,13211,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r005_q003,put,0.5,0.4,0.05,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.04530599992722273,14641,5203,5203,True,10,6.225,9.840568408747696e-09,0.0,1.406616702821317e-09,2.478347767429274e-11,120,BOUNDARIES_FOUND,14399,14399,13207,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r005_q006,put,0.5,0.4,0.05,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.045506499940529466,14641,5203,5203,True,11,6.233333333333333,9.935648442871425e-09,0.0,2.621205197339549e-09,2.581614671905953e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r005_q010,put,0.5,0.4,0.05,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,validation,Mid-maturity baseline-rate slice reserved for validation after stress/test precedence.,no,validation,american_crank_nicolson_psor_price,baseline_cn_psor,0.04551370907574892,14641,5203,5203,True,11,6.233333333333333,9.614665535950806e-09,0.0,2.538119575623554e-09,3.955607735705549e-11,120,BOUNDARIES_FOUND,14399,14399,13200,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r010_q000,put,0.5,0.4,0.1,0.0,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.045481584034860134,14641,5203,5203,True,10,6.225,9.355460794946424e-09,0.0,1.4311051788062912e-09,2.4542378258739623e-11,120,BOUNDARIES_FOUND,14399,14399,13218,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r010_q003,put,0.5,0.4,0.1,0.03,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04563533281907439,14641,5203,5203,True,10,6.233333333333333,8.76332845178851e-09,0.0,1.7156633058679205e-09,2.4820711207677045e-11,120,BOUNDARIES_FOUND,14399,14399,13214,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r010_q006,put,0.5,0.4,0.1,0.06,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.045338124968111515,14641,5203,5203,True,10,6.225,8.624483890939949e-09,0.0,1.4327705966099558e-09,2.4261938723288078e-11,120,BOUNDARIES_FOUND,14399,14399,13211,accepted,diagnostics_passed,v1_small_grid_only
put_T050_s040_r010_q010,put,0.5,0.4,0.1,0.1,1.0,4.0,120,120,0.03333333333333333,0.004166666666666667,train,Default construction-planning training regime.,no,train,american_crank_nicolson_psor_price,baseline_cn_psor,0.04508883296512067,14641,5203,5203,True,10,6.225,9.65779320752369e-09,0.0,1.5528113409834263e-09,2.492964855286786e-11,120,BOUNDARIES_FOUND,14399,14399,13205,accepted,diagnostics_passed,v1_small_grid_only
