method_name,sample_id,row_index,regime_id,split,option_type,S_over_K,tau_fraction,target_delta,predicted_delta,absolute_error,delta_allowed_mask,strict_interior,boundary_near,payoff_kink_near,maturity_row,downstream_use_status
direct_value_implied_delta,61,523123,put_T100_s060_r005_q000,train,put,1.3333333333333333,0.5416666666666666,-0.17791451093121552,-0.1465086581010897,0.03140585283012581,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,62,538524,put_T100_s060_r005_q010,stress_holdout,put,1.5666666666666667,0.5,-0.10738971681347864,0.05483547143915453,0.16222518825263316,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,63,557394,put_T100_s060_r010_q010,stress_holdout,put,1.3333333333333333,0.125,-0.07108454704802122,-0.12047307420569033,0.0493885271576691,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,64,566186,put_T200_s020_r001_q000,train,put,0.5666666666666667,0.825,-0.9999999999999998,-0.9236790015154267,0.07632099848457308,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,65,572268,put_T200_s020_r001_q003,train,put,1.2,0.9916666666666667,-0.24378457146267313,-0.2562875121852671,0.012502940722593947,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,66,576842,put_T200_s020_r001_q006,train,put,1.7333333333333334,0.8666666666666667,-0.02648885776391931,0.1309339025408884,0.15742276030480773,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,67,585568,put_T200_s020_r005_q000,train,put,1.6333333333333333,0.5416666666666666,-0.0034112432433159004,0.0758681852051181,0.079279428448434,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,68,594145,put_T200_s020_r005_q006,train,put,0.8666666666666667,0.19166666666666665,-0.8540951926161034,-0.836659943080289,0.017435249535814434,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,69,595877,put_T200_s020_r005_q006,train,put,1.2666666666666666,0.525,-0.10742434421280907,-0.258541965999797,0.15111762178698795,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,70,596306,put_T200_s020_r005_q006,train,put,1.2333333333333334,0.6083333333333333,-0.1466594359761751,-0.2939555606125275,0.1472961246363524,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,71,605551,put_T200_s020_r010_q000,train,put,1.2333333333333334,0.3833333333333333,-0.048382234594663676,-0.15696961132256296,0.10858737672789928,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,72,607842,put_T200_s020_r010_q000,train,put,1.6333333333333333,0.825,-0.004327595588337603,0.06282663028078954,0.06715422586912714,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,73,612736,put_T200_s020_r010_q003,train,put,1.3666666666666667,0.7666666666666666,-0.03799254027399573,-0.09416623697684709,0.05617369670285136,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,74,622031,put_T200_s020_r010_q010,train,put,1.6,0.55,-0.008672699133191087,-0.014160757386902501,0.0054880582537114135,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,75,633266,put_T200_s040_r001_q003,train,put,0.5666666666666667,0.7166666666666667,-0.8089683294832084,-0.692772399217785,0.11619593026542341,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,76,634733,put_T200_s040_r001_q003,train,put,0.7333333333333333,1.0,-0.5959773042981564,-0.6214595972679179,0.025482292969761455,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,77,637053,put_T200_s040_r001_q006,train,put,0.6666666666666666,0.44166666666666665,-0.7997494874423031,-0.7835625296235404,0.01618695781876267,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,78,642687,put_T200_s040_r001_q010,train,put,0.7,0.525,-0.7336634881446896,-0.7510396863697282,0.017376198225038553,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,79,658120,put_T200_s040_r005_q006,train,put,0.5666666666666667,0.49166666666666664,-0.9037763691684908,-0.8625667200281565,0.041209649140334315,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,80,663563,put_T200_s040_r005_q010,train,put,1.4,0.5333333333333333,-0.16747343719200306,-0.08351833365014688,0.08395510354185617,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,81,674786,put_T200_s040_r010_q003,test,put,1.4,0.6916666666666667,-0.12976270491387487,-0.059128329946790514,0.07063437496708436,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,82,685949,put_T200_s040_r010_q010,test,put,0.8333333333333334,0.8416666666666667,-0.5145218239806181,-0.6099878725022022,0.09546604852158413,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,83,702830,put_T200_s060_r001_q010,stress_holdout,put,1.6666666666666667,0.075,-0.011849907843646779,0.17695871026441293,0.1888086181080597,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,84,704841,put_T200_s060_r001_q010,stress_holdout,put,1.3333333333333333,0.4666666666666667,-0.2375154816358442,-0.18021088815294942,0.057304593482894794,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,85,706901,put_T200_s060_r001_q010,stress_holdout,put,1.2,0.8666666666666667,-0.2816252710125572,-0.22942817360991302,0.052197097402644166,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,86,708545,put_T200_s060_r005_q000,train,put,1.5333333333333332,0.175,-0.07678647194841798,-0.1033646408691171,0.026578168920699127,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,87,722142,put_T200_s060_r005_q006,train,put,0.4,0.8,-0.834000110424799,-0.9077785886327293,0.07377847820793026,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,88,726141,put_T200_s060_r005_q010,stress_holdout,put,0.4,0.5666666666666667,-0.8517600824262583,-0.7227061974505478,0.12905388497571058,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,89,731869,put_T200_s060_r010_q000,train,put,0.7,0.6666666666666666,-0.6035569107448794,-0.5436794192308284,0.05987749151405097,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,90,791942,call_T025_s020_r010_q000,test,call,0.7666666666666666,0.20833333333333334,7.551850120344197e-06,-0.04704554955434443,0.047053101404464774,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,91,798309,call_T025_s020_r010_q003,train,call,0.8666666666666667,0.43333333333333335,0.026545740918022087,0.23975677804161627,0.21321103712359418,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,92,802298,call_T025_s020_r010_q006,train,call,0.5333333333333333,0.2,7.531370450236741e-16,-0.25228825849597847,0.25228825849597925,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,93,811923,call_T025_s040_r001_q000,test,call,1.7333333333333334,0.041666666666666664,0.9999999999999931,0.7651343812707495,0.2348656187292436,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,94,815523,call_T025_s040_r001_q000,test,call,1.3333333333333333,0.7416666666666667,0.9611988749626105,0.9696072214115807,0.00840834644897026,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,95,824161,call_T025_s040_r001_q006,train,call,1.1666666666666667,0.4,0.9064856970938232,1.011971747809252,0.10548605071542883,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,96,834034,call_T025_s040_r005_q000,test,call,0.6,0.3,1.5886763354059627e-05,-0.054525823247517216,0.054541710010871276,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,97,834919,call_T025_s040_r005_q000,test,call,1.4333333333333333,0.4666666666666667,0.9967814121894314,0.9841418289445627,0.01263958324486869,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,98,836095,call_T025_s040_r005_q000,test,call,0.5,0.7,7.167146961690767e-05,-0.2758129971486863,0.2758846686183032,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,99,839569,call_T025_s040_r005_q003,train,call,1.6333333333333333,0.35833333333333334,0.9981570334688067,0.9695910278053802,0.028566005663426486,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,100,862716,call_T025_s040_r010_q003,train,call,0.6333333333333333,0.8166666666666667,0.01006432607188818,0.20070096171902932,0.19063663564714114,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,101,865075,call_T025_s040_r010_q006,train,call,0.43333333333333335,0.26666666666666666,8.372068804966508e-11,-0.2609479450921589,0.2609479451758796,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,102,870507,call_T025_s040_r010_q010,train,call,0.9,0.30833333333333335,0.18435743347821199,0.24058955540502636,0.05623212192681437,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,103,875920,call_T025_s060_r001_q000,test,call,0.7333333333333333,0.35,0.05001475233330065,0.15764579258775255,0.1076310402544519,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,104,878461,call_T025_s060_r001_q000,test,call,0.8666666666666667,0.8416666666666667,0.3535597523650395,0.30292193013243257,0.05063782223260693,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,105,879554,call_T025_s060_r001_q003,train,call,1.4666666666666666,0.041666666666666664,0.9999999999999998,0.975246971320673,0.024753028679326827,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,106,888690,call_T025_s060_r001_q006,train,call,0.7,0.8083333333333333,0.10972453876474238,0.0843192709308266,0.02540526783391578,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,107,889703,call_T025_s060_r001_q006,train,call,1.5,1.0,0.9427967601196791,0.8321403070191343,0.11065645310054473,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,108,892765,call_T025_s060_r001_q010,stress_holdout,call,1.8,0.5833333333333334,0.9999999999999998,0.8506243665572097,0.14937563344279003,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,109,913220,call_T025_s060_r005_q010,stress_holdout,call,1.3666666666666667,0.5166666666666666,0.9492831779463698,0.9979669431197635,0.04868376517339368,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,110,918224,call_T025_s060_r010_q000,test,call,0.4666666666666667,0.48333333333333334,0.0003642087522709095,-0.15552020035418096,0.15588440910645188,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,111,921863,call_T025_s060_r010_q003,train,call,1.3666666666666667,0.175,0.9933780183593754,1.0968597549509456,0.10348173659157012,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,112,924893,call_T025_s060_r010_q003,train,call,0.6,0.7666666666666666,0.03948858231976087,0.09850286789135283,0.05901428557159196,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,113,934718,call_T025_s060_r010_q010,stress_holdout,call,1.3,0.65,0.8821370937711798,0.7056730268017113,0.17646406696946848,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,114,938010,call_T050_s020_r001_q000,test,call,0.6666666666666666,0.2833333333333333,2.9049620737814604e-06,-0.08212028565258123,0.082123190614655,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,115,942867,call_T050_s020_r001_q003,train,call,0.6,0.21666666666666667,1.6211085768102183e-09,-0.1640741750328957,0.16407417665400428,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,116,949567,call_T050_s020_r001_q006,train,call,1.7666666666666666,0.5,0.9999999999999998,0.9438675081055105,0.05613249189448932,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,117,968645,call_T050_s020_r005_q006,validation,call,1.3,0.16666666666666666,0.9999999999999998,1.048422601998657,0.04842260199865733,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,118,972057,call_T050_s020_r005_q006,validation,call,1.8,0.825,0.9999999999999998,0.8761550184808943,0.1238449815191055,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,119,973790,call_T050_s020_r005_q010,validation,call,0.8,0.15833333333333333,0.00023351308008909418,0.094552508629081,0.09431899554899191,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,120,982688,call_T050_s020_r010_q000,test,call,0.7,0.875,0.01274103526433854,0.04635856911628569,0.03361753385194715,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,121,988746,call_T050_s020_r010_q006,train,call,0.5333333333333333,0.03333333333333333,2.5451990447905726e-20,-0.18827148369281,0.18827148369281,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,122,993586,call_T050_s020_r010_q006,train,call,1.3333333333333333,0.9666666666666667,0.9607408025288627,1.0846069137584862,0.12386611122962343,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,123,1005417,call_T050_s040_r001_q003,train,call,1.5333333333333332,0.23333333333333334,0.9999999999999998,0.9686465825820546,0.03135341741794517,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,124,1005812,call_T050_s040_r001_q003,train,call,1.8,0.30833333333333335,0.9999999999999998,0.8278752642594519,0.17212473574054787,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,125,1008418,call_T050_s040_r001_q003,train,call,1.2333333333333334,0.8166666666666667,0.8237469048100008,0.9355591812770429,0.11181227646704206,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,126,1034068,call_T050_s040_r005_q006,validation,call,0.5333333333333333,0.75,0.0073537800920924785,0.06534390925080646,0.05799012915871399,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,127,1035471,call_T050_s040_r005_q010,validation,call,1.4333333333333333,0.008333333333333333,0.9999999999999998,1.1131893287616934,0.11318932876169363,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,128,1046089,call_T050_s040_r010_q003,train,call,1.3333333333333333,0.05,0.999232691241197,1.0669266889486897,0.06769399770749274,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,129,1047102,call_T050_s040_r010_q003,train,call,0.7,0.25,0.00959689536933839,-0.016875562239437713,0.026472457608776104,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,130,1049774,call_T050_s040_r010_q003,train,call,0.9,0.7666666666666666,0.41796756093766513,0.29874753608818616,0.11922002484947897,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,131,1050511,call_T050_s040_r010_q003,train,call,1.1,0.9083333333333333,0.7177975869012704,0.628544420909264,0.08925316599200639,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,132,1062691,call_T050_s060_r001_q000,test,call,1.4666666666666666,0.24166666666666667,0.9740848348709308,0.8663940069417826,0.10769082792914819,True,True,False,False,False,stage5_delta_diagnostic_only
direct_value_implied_delta,133,1073757,call_T050_s060_r001_q006,train,call,0.5333333333333333,0.375,0.010481591521572799,0.11026391784427908,0.09978232632270628,True,True,False,False,False,stage5_delta_diagnostic_only
